speech,date,state,year
The second amendment I would have offered would address the issue of the war on terror and our involvement with Iraq relative to the State of Jordan. which unfortunately has found itself incurring dramatic costs as a result of the overflow of the events in Iraq. Massive amounts of refugees are coming into Jordan. It has,2008-05-08,NH,2008
Mr. President. I appreciate my colleague from Texas putting a personal face on this war. Our young men and women are making tremendous sacrifices. We here in the Congress should be willing to do our part to ensure they succeed in their mission. Hearing a story like Justins simply confirms that we should redouble our efforts to fund what they need to carry out their mission. The majority leader talked a little bit earlier about delays with the legislation that is currently pending before the Senate. It is going to take us 2 or 3 days. presumably. to complete this legislation that is currently pending2 or 3 days. That is not a big delay in the Senate. But 14 months is a big delay. and that is the time since the President first asked for the supplemental appropriations to help fund our troops fighting in Iraq and Afghanistan14 months ago. That is a real delay. It is because I believe the majority party believed they could delay and delay and thereby apply pressure to accomplish one of two objectives--either put pressure on the administration to back off of the war effort or. knowing we are now really up against a funding crunch. put pressure on the President to accept a lot of unrelated spending. spending that has to do with our pet projects here at home. That is on the theory that the President would have to sign a bill because our troops are so desperate for the funding they need. even if that bill includes a lot of unrelated spending Members of Congress want for their folks back home. We should not submit to what I would refer to as legislative blackmail. to hold our troops hostage. in effect. for this domestic spending. Nothing else explains this 14month delay. We have already been told by the Secretary of Defense that it is critical that this supplemental funding be provided to the troops to prevent a slowdown in daily efforts in training and equipping. the halting of military operations and enabling us to replace lost or damaged equipment for ongoing operations. All of these are implicated by this delay. General Petraeus. when he was back here. added another reason. He stressed the importance of this supplemental appropriations to further progress in Iraq. Here is what he said: The Commanders Emergency Response Program. the State Departments Quick Response Fund. and the USAID programs enable us to help Iraq deal with its challenges. To that end. I respectfully ask that you provide us by June the additional CERP funds requested in the supplemental. These funds have an enormous impact. In other words. it is not just the funds to buy the equipment and support our troops for their mission there but also to enable our military to provide what is necessary to enable the Iraqi people and the Iraqi Government there to succeed. All of these are reasons for acting with speed. Yet for 14 months Congress has delayed the supplemental funding. The Director of the Office of Management and Budget. Jim Nussle. stated during his testimony last week to the Senate Appropriations Committee that if the supplemental request is not provided to the DOD by Memorial Day. then the Army and Marine Corps will be forced to take funding from other areas of their operations budget and will even have to start laying off civilians and contractor personnel. It will certainly force the Pentagon to use shortterm expedients which are very costly. In other words. instead of having the ability to spread out their contracts over time. which is a much more economical way of acquiring services and equipment. the Pentagon is forced to pay a premium for shortterm contracting. and it is forced to move funds from general accounts to support priority expenditures specifically related to the conflict in Iraq and Afghanistan. This is already adversely impacting the Department of Defense. Clearly. military planners are leery of engaging in a new operation when they do not even know that the material assets they are going to need for that operation are going to be available or that what they have available today is not going to be replaced in the future because this supplemental funding has not been provided. We have no more important obligation as Members of the Senate than funding our troops when they are in the middle of a battle. That is precisely the situation right now. In fact. let me just quote something that was said just a couple of days ago by Ayman alZawahiri. currently the leader of alQaida. Here is what he said in a long audio message. among other things: Iraq today is now the most important arena in which our Muslim nation is waging the battle against the forces of the CrusaderZionist campaign. Therefore. backing the Mujahidin in Iraq. led by the Islamic State of Iraq. Is the most important task of the Islamic nation today. We are in a war. and what Zawahiri said in one sense is right. This is the most important arena in which this conflict is currently playing itself out. We have a choice: to leave in defeat or to continue to assure victory. We have sent our troops in harms way to achieve their mission. They are accomplishing it. The surge General Petraeus has implemented is working. It is up to us to do our part in this effort. All we have to do is have a brief debate and a vote. and the vote is to send money the troops need to sustain their operation. We have known this now for 14 months. yet Congress continues to dither. Now we have run out of time. There has been a suggestion that in this effort to fund our troops. we should combine all of the spending into one massive appropriations bill. It would be well over $100 billion. If all it does is fund the troops. then that is fine. But if it is used. as I said before. as a way for the majority to sneak through either unrequested defense spending or our favorite other domestic pet projects. that would be a grave injustice to our troops. I note the distinguished chairman of one of the subcommittees in the House of Representatives on the Appropriations Committee has revealed that he is ready to move the particular bill here because he is going to use it as a way to add other items to the Pentagon. including additional Navy warships and the procurement of new C17s and F22 fighter planes beyond what the Defense Department has budgeted. Maybe those are good defense expenditures. maybe not. but the reality is that they should stand on their own two feet as part of a general authorization and appropriations process and not be put on the backs of this supplemental appropriations bill which is what is needed to fund our efforts in Iraq and Afghanistan. Others have been looking at the supplemental as an opportunity to increase funding for their favorite nondefense programs. It has been suggested by members of the Senate Appropriations Committee last week that some $24 billion in nondefense spending might be added for that purpose. As I said. Congress should not be extorted into supplying nonwar spending on this supplemental appropriations bill. the emergency bill to fund our war effort. Any effort to do that I suggest should be rejectedamong other things. because we know the President has said he will veto a war supplemental funding bill that contains nonwarrelated items or strings attached such as some kind of a timetable for troop withdrawal from Iraq. Knowing that is going to be vetoed. it would be irresponsible for the Congress to go ahead and send him a bill and take additional time to get the bill back and redo it in a way that will be not vetoed. The bottom line is that we have to take care of our troops. We have to support them in the mission we have sent them to achieve. It is time that we get about that. and I urge my colleagues. when the war supplemental comes to this bodyhopefully next weekto act with alacrity. we will pass it and not hold it hostage to our other spending priorities that do not relate to our efforts in Iraq and Afghanistan.,2008-04-22,AZ,2008
Madam Speaker. we are at the fifth anniversary of the war in Iraq. a war based on lies. A war that has cost the lives of over 4.000 of our brave young men and women. the Injuries to tens of thousands. over 1 million innocent Iraqis have perished. a cost of up to $3 trillion. Let us speak out for peace. as the Winter Soldiers today are speaking out for peace by communicating the truth of a soldiers experience in Iraq and Afghanistan. Let us speak out for peace as the young people involved in the Stop Loss project are doing. Let us speak out for peace and stop financing this war and use the money to bring our troops home. Let us speak out for peace. for International peacekeepers to move into Iraq as our troops lead. America has had a long period of silence about this war. Let us be silent no more. Let us speak out for peace.,2008-03-13,OH,2008
And these are certainly the questions that our country is wrestling with right now. and as I turn it back over to Mr. BRALEY. I will just mention again that on the economy side of this thing. and I think about the people back home and what theyre thinking about as theyre looking towards the next election and just thinking about the next weeks expenses. And one statistic jumped out at me when I was hearing about gas prices. Gas prices in the United States are about $3.39 per gallon. extraordinary. at a time when the oil companies are still going to be making historic profits. The United States military is paying $3.23 a gallon in Iraq. Thats $153 million per month. At the same time. Iraqis. when they can get gas. are paying $1.30 per gallon of gas. What is wrong with this picture? Our military is paying $3.23 to buy gas in Iraq on our dime. and Iraqis are getting it at $1.30. So again. its this question of as Americans. and being the great people that we are and trying to do what we can to help here and there. what can we do differently to help protect Americans deal with their daily lives and. at the same time. protect our country?,2008-04-16,FL,2008
"Mr. Speaker. I rise in strong opposition to this continued occupation in Iraq. and I want to thank Chairman OBEY for his leadership and for yielding me this time. Im so much opposed to giving this President this new funding to continue this occupation with no strings attached until last night. once again. I went to the Rules Committee to propose the Lee amendment. which would provide funding only for the safe. responsible redeployment of our troops and contractors. and also for a strong diplomatic initiative. Not one dime should be spent anymore for funding this combat operation. We just left a hearing of our Winter Soldiers. These young men and women told us about the dehumanizing effects of what has happened to them in terms of our troops. This has got to stop. One of their first requests was to ask us not to vote for any more funding. to fund only redeployment and to bring them home. In honor of our troops. lets bring them home and not send any more money over there to fight this war. Mr. Speaker. I rise in strong opposition to the continued occupation in Iraq and I want to thank my Chairman. DAVID OBEY for his leadership and for yielding me the time. I am opposed to giving this president $180 billion with no strings attached to continue the disastrous war and occupation in Iraq as amendment No. 1 does. The war and occupation in Iraq has put our country and economy in a hole. When you are in a hole. youve got to stop digging and climb your way out. Today that means funding the safe redeployment of our American troops and contractors out of Iraq. The Lee Amendment I offered at the Rules Committee would have accomplished that but it was not made in order. So I have no choice but to vote against providing more funding for Iraq. Unlike amendment No. 1. amendment No. 2 contains important restrictions and limitations on funding and would begin redeployment of our troops within 30 days. The second amendment also contains two restrictions and conditions that I have long championed. The first is the prohibition against the establishment of permanent military bases in Iraq. The second condition prohibits the President from unilaterally binding the U.S. to an agreement with the Government of Iraq that includes security assurances for mutual defense. Finally. I support amendment No. 3 which provides urgent funding for domestic and international priorities. including a new GI bill for our brave veterans. extension of unemployment benefits. funding for peacekeeping operations in Darfur. and urgently needed international food and disaster assistance. The sad fact is that in the last 5 years this Administration has spent nearly a half trillion dollars on the Iraq war and occupation and we have precious little to show for it. Iraq has been destabilized. our national prestige has been tarnished. and national attention has been diverted from the real and urgent challenges facing the American people. Over 4.000 American troops and tens of thousands of Iraqis have died. more than 30.000 Americans are wounded. and more than 4 million Iraqis are displaced. It is far past time to stop the madness. I urge a ""no"" vote on amendment No. 1. I urge a ""yes"" vote on amendment No. 2 and No. 3. We must redeploy and honor our troops by bringing them home.",2008-05-15,CA,2008
Madam Speaker. yesterday as a member of the Foreign Affairs Committee. I participated in one of the PetraeusCrocker hearings. Sadly. it was just more of the same. We heard doubletalk and nuanced excuse. The American people and the Congress demand more. This is not the punchline on some late night comedy news show. This is the blood and treasure of our Nation. And now the Administration has its band out for another blank check. over $1 billion rumor has it. This Congress should remain firm in its opposition to an openended occupation which is neither making America safer nor providing any real hope for the Iraqi people. Just a few months ago. Madam Speaker. our esteemed Appropriations Chairman. Mr. OBEY. introduced. and this House passed. a bill that clearly stated the position of a majority of Americans. With bipartisan support. the bill stated. the primary purpose of funds made available by this Act should be to transition the mission of United States Armed Forces in Iraq and undertake their redeployment and not to extend or prolong the war. A line has been drawn in the sand. The bar was raised. and we will not step back from this. From socalled blue states to red states. from east coast to west. from the deep south to the midwest. on to the great plain states. people are fed up. They overwhelmingly. time after time. demand that we end our occupation of Iraq. bring our troops home and that we also bring military contractors home and reaffirm our support of the Iraqi people by funding reconstruction and reconciliation efforts. Our assistance should come through diplomacy. Actually through a handshake. not at the point of a gun. What is the best way to help the Iraqi people? By occupying their land or by lending a hand? As I said many. many times. I represent the most beautiful and most progressive congressional district. Every day my constituents make me proud to represent such amazing people. My own community has collected supplies for the troops. has donated to aid agencies and has gone the extra distance by giving straight from the heart. One such example is Dominican University in Marin County. Theyve offered free schooling to Iraqi refugees. As part of the Iraqi Student Project. they will receive tuition and fee waivers. It may not seem like much to some. but I can tell you. this generous gift will change lives. Our communities can make these small but priceless gestures. But the real work lies here under the Dome. We have the support of the American people. the Iraqis. and the world community. We cant wait until next year. We cant wait until the next decade or the next century. So as this spending bill comes together. Americans want to know that their voices are being heard and. most importantly. heeded. We must stand strong. We must steel our spines. In November. the House of Representatives said that the primary purpose of all of those Federal dollars was a safe and orderly redeployment. The administration disagreed saying it wont back down. We will consider spending over $1 billion on the Iraq occupation in the coming weeks. Madam Speaker. I. for one. welcome the debate.,2008-04-10,CA,2008
Mr. President. I. too. am confident that we will pass important legislation on a bipartisan basis this week to provide the benefits to veterans that they have earned and that they deserve. but we cant forget the unfinished business of this Congress.last December when we wrapped up the fiscal year 2008 appropriations bill and we left a balance of more than $100 billion that the Department of Defense said it needed to fight the global war on terror. In other words. it is important to support our veterans. but I would submit it is equally important to make sure we are supporting our troops currently in the fight and in harms way. and this Congress has an unfortunate record of delaying that and playing political games with that money. It is time that should end. In the Army alone. this shortfall amounts to $66 billion. As a result. the Army will run out of pay for Active Duty and National Guard soldiers in June unless Congress acts promptly. At the same time. funding for extra vehicle armor. hospital construction and renovation. and new service vehicles will dry up. Our troops will not have the resources they need to carry out their mission unless we act soon to pass this emergency supplemental appropriation. Provincial reconstruction teams will also run out of funding. These teams are an integral part of our strategy in Iraq and go a long way to fostering growth. freedom. and good ties to the Iraqi communities and ensuring we win the battle for hearts and minds as well. We have also appropriated less than half of what the military leaders in Iraq tell us they need for the Commanders Emergency Response Program. or CERP. which is essential for continued bottomup reconciliation efforts. We should not hold this funding hostage to political gains. and it should not become a vessel for porkbarrel projects and bloated spending. We should pass a clean emergency supplemental funding bill for our troops as soon as we possibly can. and I hope immediately following the passage of this legislation we are on today.,2008-04-22,TX,2008
I thank the gentleman for yielding back the time. And I am so pleased to see these pictures. And I appreciate so much his participation in this. and the conversation January 29. 2008 CONGRI about the establishment of commerce and how he witnessed this firsthand with shops that were open. As he said. one little side street where they went there were about 12 shops that were on that. And indeed. these are more like stalls that we would have at one of our swap meets or flea markets. But as you can see. theyre full of kids that are happy. that are playing. that are enjoying being around the normalcy of a life. They are full of commerce and goods. items that are coming in for sale. We even saw soft drinks. CocaCola. In Afghanistan. we saw cell phones that were being sold. So. in this region of the world. the commerce that is there on the ground. And in talking about Iraq. the gentleman mentioned the local stability. And indeed. that was something we had the opportunity to witness. also. and were pleased to see that. We had a visit to Urbil in Kurdistan. had the opportunity to go to the home of the Prime Minister of Kurdistan. We drove to that home. Mr. Speaker. I want to be certain that everyone realizes what I just said. We drove to the home of the Prime Minister of Kurdistan for lunch and joined him where he thanked us profusely for all that the U.S. Armed Forces have done for that region. not only in the past few years. but for the decade prior. While we were in Iraq. we bad the opportunity to go to the home of Deputy Prime Minister Barzani. to his home in the Green Zone to meet with him. And I will tell you. we visited with him about how hopeful we had experienced the mood of the people. There is a sense of hope that things are getting better. that there is a return to normalcy in their everyday life. and how encouraging to us it was to witness this hopefulness. His comment to us was. we know that sometimes people get frustrated with us. but do not give up this mission. Do not give up on this mission because things are trending the right direction. Indeed. Mr. Speaker. its all important components in winning. in having Iraq be a nation that can function with some predictability. stability and selfgovernance. It is also important because. as we look at defeating terrorists who want to defeat us. it is important that we win the war of ideas. And the photos that Dr. BURGESS shared with us. the young men in those photos. we have to win the war of ideas with them to reach them. to make certain that over the next decade. as they begin an adult life. that they make a choice to live in freedom rather than choosing a life under a dictator. Indeed. our job is also to make certain that our troops have what they need to do their job. And that is a responsibility of this House. as the President said last night. And certainly. as we are in the midst of a swing. a dramatic swing. if you will. in the momentum in Iraq. especially on the security situation. it is imperative that we pay close attention to meeting the needs of those troops. Now. quite frankly. Mr. Speaker. I will tell you. I do not think it is helpful to this situation that we debated over 30 different resolutions about Iraq and timelines and withdrawals and trying to micromanage what is taking place on the ground because there has been a swing and a shift. We have transitioned from 2.5 years of increases in violence with more than 24 weeks of a steady decline. Now. Dr. BURGESS mentioned. when we go to Iraq. and I want to clarify one thing here before I move on. this week I had the opportunity to visit with the Tennessee Marine Family Association. and what a wonderful. wonderful group of moms and dads and brothers and sisters and marines who have retired from active duty. And I enjoyed my time with them tremendously. And one of them said. you know. tell me. when you go to Iraq. why do you go? And are you taking the troops time away from work in the field? And I said no. we go because we are asked to go. especially those of us that have posts. As Ive said. Fort Campbell. the 101st is in my district. and they invite us and ask us to come and see how they are carrying out their mission and experience that firsthand with them. But as Dr. BURGESS said. when we make those trips. we have the power points and we have the briefings from the commanders on the ground and we have the opportunity while we are there to hold a town hall meeting. if you will. with our troops that are deployed and are carrying out this mission. So I have put some of that endless power point onto some charts that I would like to share with those who are watching us this evening. The first chart that Im going to show you is one that comes from our commanders there in Iraq. and it shows their assessment of al Qaeda Iraq. And many times people will see AQI. that is. the abbreviation for al Qaeda Iraq. and where they were when the surge began last year. And you can see the dark red areas. It shows where they were operating. and the pink areas show what were their transit routes. And you can see how in the city of Baghdad where they were operating. and then as you look at the country you can see where they were transiting in and out of the country and then where they were holding their primary areas of operation. Again. the pink shading is their transit areas. and the red is where they were operational and where they were working. And the inset is Baghdad and what we saw in Baghdad and how that looked before the surge began. 54. Pt. 1 1119 Now I want to move to the second chart and show you what this looks like today. This is what Iraq looks like today. And. again. this is not my chart. This is a chart from our commanders on the ground in Iraq. This is their assessment. So. Mr. Speaker. to the American people that are watching this tonight. I will simply say this is the chart that is your commanders assessment of where al Qaeda is as of December 2007. And. of course. al Qaeda is still a threat. Of course. they are still there. But as you can see. by looking at the pink areas and the red areas. this has been diminished. They have been pushed out of the urban centers. look at the inset. with Baghdad. You can see where they have been squeezed down and where they have been moved to and how much smaller their area of operation is and how much smaller their transit area is. They know that the Iraqi people. the Iraqi forces. and the U.S. Armed Forces and our coalition forces mean business on this. Look at the map of the entire country. When you can see their egress. ingress with the surrounding countries. and then see the pockets where al Qaeda Iraq is still operational. So they have been pushed out of many of the urban areas. and they have been moved over into some of the isolated rural areas. I want to touch base too on our troops contribution to this because it has been significant. Our U.S. Armed Forces and the 30.000 that went in for the surge made a marked difference. And I think there is. of course. the physical strength that our troops brought to this. the firepower. if you will. and the training and the strength and the determination. There are no better forces on the face of the Earth than the U.S. military. And we also have to recognize the Iraqis and the force that they brought to bear on this. When we talk about the surge. sometimes many of us think only in terms of the 30.000 of our troops that have led the way in this fight. What we have to realize also is that we have 110.000 Iraqi troops that have lent their power to this effort. 110.000. They were joined in this effort by 70.000 local citizens.,2008-01-29,TN,2008
Id like to thank my friend from Florida and also my friend from New York. We did have a very enlightening trip to Nogales. Arizona. and the Border Patrol and Customs agents that we spoke to were all. I think. doing a fantastic job of trying to deal with a very difficult situation. But one of the things that trip emphasized to me is we often talk in this body about the cost of providing border security. the cost of providing national and international security. And what we know is that the Pentagon traditionally publishes reports that provide this body that we serve in their estimate of the cost of the war in Iraq and Afghanistan. And weve seen those figures. Weve viewed some of those figures with skepticism. And weve talked about what the published costs of this war are. But what we dont talk enough about is what we talked about in repeated hearings in the wake of the Walter Reed fiasco. And I was fortunate enough to be serving on the Government Oversight and Reform Committee. when we had that first hearing out at Walter Reed. We talked to the highest ranking Army and Department of Defense medical officers. We had a followup hearing after the independent review group chaired by General Togo West presented its recommendations for the wounded warriors project. And I repeatedly pressed the top ranking Army medical officers on that very question. what are the bidden costs of the war that the American people arent hearing about? And Im glad my friend from New York brought this up. because there is so much going on beneath the surface that the American public doesnt hear about. If you take the average life expectancy of a 19yearold male. which is representative of who were sending to Iraq right now. you will find that under the published U.S. life tables. those young men have a life expectancy of approximately 55 years. Now. when they come back in unprecedented percentages with lifethreatening injuries that we will be responsible for caring for the rest of their lives. there is an enormous economic cost that we arent hearing about. And so I look forward to the opportunity to discuss with my colleagues tonight what some of those hidden costs are. and what the American people need to be thinking about as we look at the overall economic impact. not just throughout our economy. but on the longterm burden were placing on our children and our grandchildren to provide these deserving veterans with the best possible medical care that we can. Before I get to that though. I want to talk a little bit about what were giving up right now. through the amount of funding that we are committing every year to the conflict in Iraq because. just for Fiscal Year 2007. we know that this war is costing. under the most conservative estimate. $137.6 billion. So the American people may wonder. well. what would that actually provide if it wasnt going to Iraq? Well. for 40 million people. in this country. that would provide comprehensive health care. Now. think about that. We know that right now there are nearly 47 million Americans without health insurance. So that cost alone would almost completely eliminate that gap. We know that that cost that were spending this year in Iraq would hire 2.2 million elementary school teachers. provide affordable housing for over a million different housing units. and provide 142 million homes in this country with renewable electricity. And to break that down into a smaller level. I represent the First District of Iowa. The taxpayers I represent in the First District have paid. to date. $770 million in one congressional district alone. as their share of the cost of this war. What would that mean back in the First District of Iowa? Well. it would hire almost 19.000 public safety officers. It would hire almost 17.000 music and art teachers. It would provide 126.000 full tuition university scholarships at public universities. and build 86 brand new elementary schools. So when we talk about the actual financial burden that we are facing every day because of the rising cost of this war. it is enormous. And Congressman KLEIN. maybe you could talk a little bit about what youve heard from the people you represent in a different part of the country. where there are different needs. but also very similar problems that taxpayers you represent are facing.,2008-04-16,IA,2008
who. of course. supported this legislation and helped us to get here with unanimous support from our committee. The fact that we were able to get this bill to the floor only a month after its introduction shows the House leaderships commitment to our Nations veterans and their survivors. Since 1976 Congress has passed a measure to direct the Secretary of Veterans Affairs to increase the rates of basic compensation for disabled veterans and the rates of dependency and indemnity compensation. socalled DIC. to their survivors and dependents. along with other benefits. in order to keep pace with the rising cost of living. The disability COLA here would be effective on December 1 of this year and will be equal to that provided on an annual basis to Social Security recipients. Madam Speaker. this bill will provide over 3 million disabled veterans from the World War I era through the current conflicts in Iraq and Afghanistan that VA estimates will be receiving disability compensation for the coming fiscal year. It will help over 300.000 of their survivors during the same period. Many of the nearly 3.5 million recipients of these benefits depend on these taxfree payments not only to provide for their own basic needs but those of their spouses. children. and parents as well. Without an annual COLA increase. these veterans and their families would see the value of their hardearned benefits slowly erode. We would be derelict in our duty if we failed to guarantee that those who sacrifice so much for this country receive benefits and services that dont keep pace with their necessities. I know we have had some disagreement over the past weeks over what. and how. our priorities for veterans should be funded. But on this bill. there is no disagreement. The veterans compensation COLA is included in the CBO baseline. In laymans terms. that means we have already paid for this. Regardless of whether or not you agree or disagree with the funding of the war in Iraq. our young men and women who have served in our Armed Forces deserve to be adequately compensated for injuries due to their military service. We fund the war. we must fund the warrior. and their families and their survivors. by ensuring their benefits will keep pace with their living expenses. Lets ensure that these benefits make ends meet at the end of the month. Madam Speaker. as we approach our countrys 140th Memorial Day commemoration. I ask all my colleagues to support this bill and send a clear message of support to our troops: You will be taken care of when you return. and we will not forget your sacrifice. No action by a Member of Congress is more irritating to many Americans than those who say they support the troops but then turn a cold shoulder when those same troops come home. become veterans. and need our help to become whole again. That costs money. money we should not hesitate to spend. just like our military men and women did not hesitate to offer to lay down their lives to defend our freedom and the way of life that we cherish. I ask my colleagues to consider these facts when voting on the full portfolio of veterans legislation that is under consideration on the floor today. and of course to support passage of this bill. the Veterans Compensation CostofLiving Adjustment Act of 2008. I would reserve the balance of my time.,2008-05-20,IN,2008
What this is all about is the truth. That is what it is all about. Senator DURBIN. assistant majority leader. on November 8. 2007. said this: This is Senator DURBIN speaking. Mr. President. I ask unanimous consent that the Senate may proceed to the consideration of calendar No. 336. S. 1315. at any time determined by the majority leader following consultation with the Republican leader. that when the bill is considered. the only amendments in order to the bill. other than the committeereported amendment. be firstdegree amendments that are relevant to the subject matter of the bill and that they be subject to relevant seconddegree amendments. that upon disposition of all amendments. the committeereported substitute amendment. as amended. if amended. be agreed to. the bill. as amended. be read the third time. passed. and the motion to reconsider be laid upon the table. The Presiding Officer asked: Is there objection? The Republican side: Objection. The objections to this go back months. So what is this about today. the Republican leader says? It is about the truth. It is about the Republicans stalling everything that comes upeverythingand then to have the audacity to come to the floor and say: We are not stalling anything. We should have been on this bill a long time ago. And during the period of time the Republican leader complains we were having numerous Iraq votes. we were trying to change the course in Iraq. Mr. President. because it needed changing. and it still does. We have been here I dont know how many seconds this morning. but every second we have been here we have been spending $5.000 in Iraq-$5.000 a second or $12 billion a month. During the period of time he complains about our offering amendments related to the war in Iraq. our troops were getting killed at the rate of more than one a day. Tens of thousands have been wounded. A third of them are missing eyes. Their minds arent good. Onefifth of them have brain problemsinjuries to their brains. We have more than 3.000 double amputees and thousands and thousands of single amputees. We have an obligation to the American people to talk about the war in Iraq. and we are going to continue to do that. So we dont apologize to anyone for the votes we took on Iraq. The first many years of this wara 6year war nowthe war went along with the Republican leadership in the House and the Senate doing nothing about the war except patting the President on the back. We have not done that. We have been critical of the operation of the war in Iraq. but we have done everything we can to support our troops. We were the first to call for more body armor for the troops. We were the first to call for uparming the vehicles so they wouldnt be killed as easily in those vehicles. We have done everything we can to support the troops. We have done everything we can to change the course of the war in Iraq. The President has not allowed us to change the course of the war in Iraq. and we are here today for the truth. The truth is. we are trying to legislate for the American people and change the status quo. The Republicans want to maintain the status quo.,2008-04-22,NV,2008
Mr. Speaker. with this House on the threshold of granting the President $183 billion to continue the war in Iraq long past his term. its an appropriate time to ask why are we still in Iraq. especially since the Democratic leadership promised the American people. 2 years ago. that if they voted Democrat. wed move to end the war. Why are we still in Iraq? Why are we still in Iraq? Iraq had nothing to do with 9/11. with al Qaedas role in 9/11. Iraq didnt have weapons of mass destruction. Why have we lost 4.000 of our finest troops? Why have we seen tens of thousands of Americans injured? Why have we seen over a million innocent Iraqis killed? The war is based on lies. The Bible says. you shall know the truth and the truth shall set you free. We need to start telling the truth here on this floor about the war in Iraq. And we need to end the war. end the occupation. close the bases. bring our troops home. Why are we still in Iraq? This is a wakeup call for the American people. This is a wakeup call for the Congress. This is a wakeup call to stand for the truth.,2008-05-08,OH,2008
