speech,date,state,year
"Mr. President. I was pleased to hear just a moment ago the suggestion that maybe we go to the Omnibus appropriations bill in such a way that would allow some amendments to be offered on both sides. That is good. That is the way it ought to be. That is why I have been surprised and. frankly. disappointed that we have not been able to come to some sort of agreement about how to proceed to these resolutions dealing with the Presidents plan to take action in Iraq and have a full debate on the substance. Of the plan and the resolutions. I dont think there is any excuse for the fact that we have come to the point where we are throwing up our hands and saying: I cant have it my way. you cant have it your way. therefore. we will have it no way. If this were the Super Bowl. whether you were Grossman or Manning. you would call a time out and say. wait a minute here. there has got to be a way we can get a plan to go forward. I know how difficult it is to do this because our leaders on both sides of the aisle get pressured from all sides. They are pulled. Dont agree to that. you have to agree to that. In the end. the leaders have to decide how we go forward in a fair and an open way. and the rest of us have to support that decision. The majority has strong power in the House of Representatives. and a good bit in the Senate. But I think the most difficult job in the city is the job of being majority leader. the job that Senator REID has right now because he doesnt have a Rules Committee. He is not the President. He cant give an order and have the bureaucracy move. not that the bureaucracy ever moves. He has to work with the minority. He has to find a way to move things forward. Some people say: Oh. that is the process. Look. the process is substance because if you cant figure out how to get it done. you never get to the substance. This is not an autocracy. No one person possesses unlimited power. You have got to give to get a little. You cant have a deal where you say: No. no. you cant offer but one amendment. and. by the way. it has to be this. If we were going to do anything. we should have gone with more. not less. So I dont get it. If this is the big. important. serious issue we all say it is. surely we could have worked out a way to proceed. Well. I guess the one thing we could say is. we will get back to this. We are going to get back to it in many different ways. But at least in 153. Pt. 3 February 7. 2007 the future. when we get to the debate. it is going to be a serious debate about something that is real. We were talking about taking up resolutions that had no binding effect. It was a feelgood deal. Yeah. we are going to take a pop at the President. Yeah. we support the troops. but no. we dont support the troops. Oh. yes. thank you very much. General Petraeus. 81 to nothing. you are confirmed. Go over to Iraq. Oh. and by the way. we dont agree with what you are going to try to do. We dont support the plan. How did we get into that? At least at some point. men and women of strong principle and beliefs are going to offer up amendments that are going to say: Support the troops. stick with the plan or pull out. High tail it out. Get out of there now. And then we will have a real debate and we will have real votes. That is what. under our Constitution. we should be doing. actually. I think the proposal that Senator GREGG had. made eminent good sense. Lets show we support the troops. Gee whiz. why is that a bad idea? The American people dont want to send our troops into harms way around the world or even in Baghdad without knowing we are behind them. So what is the problem? The problem is that it was able to get 80. I dont know. or 90 votes. We cant have that vote because later on we may want to actually cut off the funds to the troops. There are some little. bitty twists of language. too. such as we support funding for the troops in the field. What does that mean. ""in the field""? What if you are on the way? What if you are in a brigade that is pulling out of Texas now or pulling out of Kentucky or that has landed in Kuwait? We dont support them. There are too many nuances. Let me get away from process and talk about substance. We have a problem in Iraq. A lot of people now have shifted their position and are saying: Well. I voted for it earlier. but I am against it now. Yeah. it has gotten tough. so I dont like it. Everybody says change the status quo. I had a chance to talk to some world leaders recently in Switzerland and they were saying: My goodness. you cant do that. cant do this. cant do something else. I said: Here is the choice: Stay. leave or do what? They said: No. you cant leave. You have to stay. Well. what do you propose? Deafening silence. The President understood we had to change the status quo. Action had to be taken. A plan had to be developed. He proposed a plan. He met with us. He came to the Congress. He spoke at the State of the Union: Here is what I propose to do. Give this plan a chance. Give the plan a chance. And General Petraeus. maybe the General Grant of this war. or the General Washington of a previous warFebruary 7. 2007 CONGRE this is the man of the hour. and I hope and pray the good Lord will guide him In the right way because he has a serious challenge before him. But this is not just about a surge. although that is a part of the plan. This is a plan with at least three other key components. But ask yourself. we say to the Iraqis: You have to get a political solution. Everybody is saying: No. we will never get a military solution without a political and economic solution. Well. yeah. But how do you get a political solution in chaos? How can you get a political solution when your capital is being blown up every day by insurgents of all stripes? You have got to get a grip on security. It is similar to here in our Nations Capital. We couldnt have orderly Government if we didnt have order. So we are going to try to send in the best we have. under the best general we have. and get some control of the violence and the chaos in Baghdad and then give the Iraqis a chance to deal with the politics. Am I convinced all of this is going to work? I dont know. I am not the best expert in the world. I have been on the Armed Services Committee. I have been on Intelligence. I have been around awhile. But I am not going to impose my military judgment on a man such as General Petraeus. But lets see if the politics will not work. There is a lot of pressure. They know. they know. I met with the Vice President of Iraq recently and he was talking about: Well. what is your strategic plan? I said: No. sir. Excuse me. With all due respect. it is not about what is our plan. What is your plan? It is your country. your Government. When are you going to ante up and kick in. in a way that brings leadership and order out of all of this? So the second part of the Presidents plan is for different rules of engagement. It is for a requirement that some political achievements be reached. That is why I like the McCainLiebermanGraham proposal. I like benchmarks. So the question is: It is one thing to lay down benchmarks. but what if they dont meet them? Then. you decide. If we conclude it would not work. that they cant govern themselves. then we have to go with the next plan. Somebody said: Well. this is the last plan. It is never the last plan. There is always another plan. But the politics. I think. we can be successful. We certainly have to try. I do think that regional solutionsgetting particular provinces under control or particular sectors under control. getting generals in for different sectorsmakes good sense. But also the economy. Look at America where you have people who are not working. Their life is insecure. They get into trouble. I understand that 40 percent of the young men in Baghdad dont have a job. There has to be a better job done of getting the moneythe oil moneyfairly distributed and done in an economic way that will create jobs so that these young men and women will not be bored and looking for ways to kill themselves. Mr. President. we should have found a way to go forward with this debate. I dont quite understand what Is going on. Maybe we are all having to learn a little different roles of who is in the majority and who is In the minority and how it works. I know for sure that in some respects it is easier to be in the minority than to in the majority. The majority leader has to behe has to be tough. He has to eat a little crow every now and then. He has to be prepared to say to the Republicans: We will find a way to work this out. You have to keep poking at it. Somehow or another. we didnt want to do it this time. I dont know. Maybe everybody is going to leave the field and say we won. This is not about winning or losing. This shouldnt be about the political winner or who won the PR battle. We are playing with lives. Americas finest. I think we should support them. as Senator GREGG proposes. We need to give the plan the President has developed a chance because nobody else has come up with a better plan. other than pull back at the borders. What good is that? Which way are we going to shoot? To me. that is the worst of all worlds. We can make this work. but the President. General Petraeus. our troops. the American people need our support and our confidence in what we are attempting. We can go on and have the debate today about these nomineestwo good men. We can turn to the omnibus appropriations and find a way to get it done with order. Nobody wants to play games. Nobody should be trying to say: Oh. if you dont do it this way. or my way. you are trying to shut down the Government. Nobody should be saying we are going to filibuster if we dont get everything we want. This is the Senate. You have got to give everybody their chances. You have to have some order out of the chaos. This is sort of similar to Baghdad. Sometimes we get divided up into provinces. I appreciate the efforts that have been made. but the important thing is not the process in the Senate. The important thing is what our men and women are going to be trying to do in Iraq. Lets give this plan a chance. I yield the floor.",2007-02-07,MS,2007
"Madam Speaker. this is a sobering and sad day for America and for the House of Representatives. The Iraq supplemental war bill came to the floor this evening. It is a bill where the President had requested the resources of the American people to support American men and women in harms way nearly 11 weeks ago. The bill that came to the floor tonight had that amount of resources. and then some. It had over $20 billion in extra money. Madam Speaker. money that nobody could honestly say with a straight face was appropriate in an emergency supplemental bill. In addition to that. it also had all sorts of timelines and arbitrary benchmarks that make it so that the Speaker of the House and every single Member of this House is in fact a commanderinchief. There was celebration on the other side of the aisle when this bill passed. muted. I would suggest. Madam Speaker. it was a little embarrassed. because they understand in their heart what they have done. What they have done is a shameful action. Madam Speaker. General Petraeus came to visit the Congress today. General Petracus is the Commander of Coalition Forces in Iraq. General Petraeus and his men and women are putting their lives on the line. day in and day out. He came to the House today. He came to Congress today to ask for clarification of what Congress had intended. He asked for the opportunity to inform the House of Representatives. the Members of the House. And from what I heard this evening. Madam Speaker. the majority party didnt listen and they didnt learn. All they have done. apparently. is to work on legislation that will ensure defeat. Madam Speaker. this majority party is vested in failure. Vested in failure. Their actions do a disservice to our troops. They say to our troops. we have got no faith in you. We dont believe in your mission. We dont believe in you. That is what this majority party says. They send the wrong message to our allies. What they say to our allies is that you cant trust America. Americas word is not good. given this majority party. And they send the wrong message to our enemies. What they say to our enemies is. all you have to do is wait. Madam Speaker. this is a sad and a shameful day. The majority leader in the United States Senate has said that this war is lost. ""This war is lost."" I stood with parents of a constituent of mine this weekend. Madam Speaker. this past weekend. who was on his way to Iraq that very day. They asked me. what am I supposed to say to my son? It is a heartwrenching question. Madam Speaker. when you have the majority leader in the United States Senate saying that the war is lost. It is in headlines across this Nation that the majority leader says this war is lost. Madam Speaker. I think it is incumbent. given that kind of statement by the majority leader in the United States Senate. for the House Democrat leaders to come down to this floor and say what they believe. Do they believe the war is lost? Do they agree with Senator REID? Madam Speaker. their silence is deafening. Do you hear them? What do they say? Are they here tonight? Are they here to say what they believe about our troops? Are they here to say that they believe in the men and women who are protecting our freedom and working as hard as they can to protect themselves? Madam Speaker. this Democrat silence is deafening. What a shame. What a terrible shame. Madam Speaker. it pains me and it saddens me to say what appears to be leading these new Democrats is the same as the old. and that that it is all politics all the time. What a shame.",2007-04-25,GA,2007
Mr. Speaker. I rise in support of the conference report on H.R. 1591 and commend Chairman OBEY for your efforts to protect our troops. respect the wishes of the American people. and preserve our Nations interest in this bill. Our troops have served with honor and courage. However. they should be deployed only when battle ready and with a clear and achievable mission. Neither is the case today in Iraq. Recent reports indicate the troop surge is not working. The number of casualties rose again in March. and this bloody trend continues. We have heard from this administration that it is not willing to negotiate on Iraq. Frankly. their unwillingness to compromise has led us to this point. and the right of the American people to be heard is nonnegotiable. No amount of American blood or treasure can help Iraq if the Iraqis dont help themselves. The Maliki government must exhibit the political will to confront extremists. to give all segments of society a stake in Iraqs future. and to put Iraqi revenues towards the hard task of reconstruction. That is why this bill asks the President to certify that the Iraqis are doing their part in meeting critical benchmarks. In addition. I am pleased the conference report includes nearly $200 million in increased funding for Afghanistan. $80.3 million for Jordan. $45 million for Liberia. $769 million for Lebanon. much needed assistance for Sudan and Somalia. increased funding for disaster and refugee aid to Iraq. increased accountability through funding expanded mandates for the special Inspector General and the State and USAID IG operations. While this bill provides most of the funding requested by the President. it puts in place safeguards and oversight to stop waste. fraud and abuse with U.S. taxpayer dollars in Iraq. I urge my colleagues to support this bill.,2007-04-25,NY,2007
Mr. Speaker. I thank the gentleman from Arizona. And while I have the utmost respect for the chairman. I disagree with him on this resolution and I do rise to oppose the resolution today. I guess I dont like the rhetoric of defeat. And I think that if we look at the situation in Iraq and if we look at the global war on terror. we have to ask ourselves: If we accept defeat at the hands of the terrorists. then what type message are we going to send? And I dont think that we would like that. Because if we pull out now. it is going to say that the U.S. is weak in the war on terror. It is going to say that we accept roving death squads in the streets of Baghdad. that we accept ethnic cleansing and a region engulfed in allout chaos. That is the message we send. Just as when we were children. our actions carry a message with them. Our soldiers deserve the confidence of their leaders. and not secondguessing by politicians that are a half world away. I think that they need to know that we are with them. I had a message from a Marine parent. And they said. You know. we have our men out there fighting every day. They are using all the tools available to them. They are in combat. They are in patrols. They are using technology to stabilize. to train Iraqi troops. Then at night they come home. they come back to that post. that forward operating base. and they hammer out emails and blogs to those of us here to help combat the rhetoric coming out of Washington. DC. General Petraeus. Ambassador Crocker have a plan. the Baghdad Security Plan. We find out now much of Baghdad is more secure than it was. Most of the troops to carry out this plan just landed. just got there 2 weeks ago to start implementing the plan. I think that for us to secondguess is inappropriate. I think that it may be the fashionable thing to want to pull out.,2007-07-12,TN,2007
Mr. President. today Senate Republicans will agree to move to debate on an important question. and that question is this: Should a majority of Senators direct activities in the war in Iraq? Republicans are eager to engage in this debate on the Reid resolution because it is different in kind from any of the previous Democratic proposalsvery. very different. It is unprecedented in the powers it would arrogate to Congress in a time of war. It is a clear statement of retreata clear statement of retreat from the support that the Senate only recently gave to GEN David Petraeus. and its passage would be absolutely fatal to our mission in Iraq. Previous resolutions proposed by the Democrats were a mere statement of opinion or of sentiment. This one has a binding quality. It would interfere with the President and General Petraeuss operational authority to conduct the war in Iraq as he and his commanders see fit. It would substitute for their judgment the judgment of 535 Members of Congress. The judgment they have made in this. that Iraq is simply a distraction on the Global War on terror and that U.S. troops should begin to withdraw in months. with all combat forces leaving within a yearthat is the judgment that the Reid proposal makes. This is the memo that our enemies have been waiting for. Osama bin Laden and his followers have repeatedly said that the United States does not have the stomach for a long fight with the terrorists. Passage of the Reid joint resolution will be the first concrete sign since September 11. 2001. that he was right on target. Timetables are bad. but dont just take my word for it. Speaking at the National Press Club in 2005. my good friend. the majority leader himself. said this: As for setting a timeline. as we learned in the Balkans. thats not a wise decision. because it only empowers those who dont want us there. and it doesnt work well to do that. Six months after the majority leader made that observation. the chairman of the Foreign Relations Committee. Senator BIDEN. said this: A deadline for pulling out . .. will only encourage our enemies to wait us out. ... [It would be] a Lebanon in 1985. and God knows where it would go from there. That was our friend. JOE BIDEN. the chairman of the Foreign Relations Committee. Shortly after Senator BIDENS observation. Senator CLINTON made the same point. just 3 months after that: I dont believe its smart to set a date for withdrawal. Said Senator CLINTON: I dont think you should ever telegraph your intentions to the enemy so they can await you. That is the majority leader. the chairman of the Foreign Relations Committee. and a prominent Democratic candidate for President. all on the wisdom of what this Reid proposal proposes to do. just a short time back. Surely Senators REID. BIDEN. and CLINTON have not changed their minds about who would benefit the mostwho would benefit the most if we set a date certain for withdrawal. They know just as well as I do that this is just what the terrorists have been waiting for and just what our allies in Iraq and the entire region of the world have feared. Setting a date certain for withdrawal will send a chill up the spine of every Iraqi who has dared to stand with America. Millions of good men and women have helped us in this fight. Since we arrived in Iraq. nearly 120.000 Iraqis have volunteered to serve in their Army. More than 8.000 Iraqis have died in uniform to defend the fledgling democracy over there. And. recently. in Anbar Province. we are told that roughly 1.000 Sunnis volunteered for a police force over a couple of weeks. These brave men and women are watching what we do. They know. as we do. that chaos will engulf Iraq and the rest of the region on that day. They know they and their families will likely face a firing squad soon after we leave. The message we send them with this resolution is this: Good luck. General Petraeus understands the importance of the mission in Iraq and his new mission to secure Baghdad. In a recent letter to the soldiers under his command. he wrote as followsGeneral Petraeus said: The enemies of Iraq will shrink at no act. however barbaric. They will do all they can to shake the confidence of the people and to convince the world that this effort is doomed. We must not underestimate them. Together with our Iraqi partners. we must defeat those who oppose the new Traq. We cannot allow mass murderers to hold the initiative. We must strike them relentlessly. We and our Iraqi partners must set the terms of the struggle. not our enemies. And together. we must prevail. That is General Petraeus just recently. These are the words of the man this body sent to Iraq unanimously. They are the words of a military commander. confident yet realistic and committed above all to victory. This is the voice of courage and resolve in the face of danger. We do best to listen to voices such as this. which speak of victory rather than defeat and withdrawal. We owe it to him. his soldiers. our allies and the world. Republicans are ready for this debate. I have some more time. I gather?,2007-03-14,KY,2007
Mr. Speaker. I rise in opposition to H.R. 4156. the shortterm war supplemental appropriations bill. Although I plan to oppose this bill. I am also pleased that its authors included several provisions meant to improve transparency and ensure U.S. troops are adequately trained and mission capable. Hopefully. the inclusion of these provisions signifies the beginning of real progress. and I plan to work with my colleagues to develop a unified approach to address the challenges we face in Iraq. Our soldiers in Iraq continue to do tremendous work and it is critical that we provide them with the resources they need to improve security. Unfortunately. the bill before us today would delay important troopprotection and equipment funds requested by the Pentagon. According to Department officials. delaying these funds would also force the Pentagon to begin borrowing from its regular defense budget. which in turn could impact important operating funds for troops and military bases. Additionally. I am concerned that this legislation would condition troop funding on the initiation of an immediate redeployment from Iraq. Although I strongly support a responsible strategy for bringing U.S. troops home. these decisions should not be mandated by Members of Congress without close consultation with our military and foreign policy leaders in the field. Furthermore. the U.S. commander in Iraq. GEN David Petraeus. has already set forth a plan to bring home a full combat brigade this month and at least five brigades by July of next year. Congress should perform strong oversight with respect to the redeployment process. but placing restrictions on our military commanders is not helpful in their efforts to achieve stability and bring troops home. Still. I support language in the bill that would improve accountability and increase transparency by requiring regular reports on the status of the militarys redeployment plans. In the same way. I support sections of the bill that would ensure military units are properly trained and prepared for deployments. Embracing a comprehensive regional security plan and prohibiting torture are also key provisions which I continue to support. In fact. I recently cosponsored legislation identical to the antitorture provisions included in H.R. 4156. The leaders of the U.S. Senate have already made clear that this legislation does not have the votes necessary for passage and therefore many of these important provisions will be left on the table. Therefore. I call on my colleagues to embrace the substantive areas of this bill where we can find agreement. and join me in committing to a bipartisan approach for achieving stability. Mr. Speaker. the Bipartisan Compact on Iraq Debate. of which I am an original author. identifies the areas where Democrats and Republicans have found agreement. Let us embrace these points of agreement and move forward in supporting our troops serving in combat.,2007-11-14,DE,2007
"Madam Speaker. as President Bush allows the war in Iraq to drag on. with no change in policy and no end in sight. it is important that we hear what our combat soldiers are saying on the front lines of that war. Over the weekend. The Washington Post published a story on the First Infantry Division of the First Battalion. which has been patrolling the streets of Baghdad for the last 14 months. Those troops are tired. bitter and skeptical. One such soldier told the reporter. and I am quoting. ""I dont think this place is worth another soldiers life."" Our soldiers are also frustrated that decisionmakers here in Washington dont fully realize what is going on. Quoting another soldier: ""They just know back there what the higherups tell them. But the higherups dont go anywhere. and actually they only go to the safe places with a little bit of gunfire. They dont see what we see on the ground."" Having been to Iraq a number of times. as many of my colleagues have. how true that is. Madam Speaker. none of us in this Chamber can imagine what our soldiers go through on a daily basis in Iraq. but the White House needs to start listening to them. It is well past time to bring our sons and daughters home from this fiasco we call the war in Iraq.",2007-10-31,VA,2007
Again. I applaud you for your leadership on this issue. You are absolutely right. the Jones Commission really did give your legislation. without saying it. a very strong endorsement. I think you pointed out another issue that I think we can all agree on about this issue of permanent bases. We have voted before against permanent bases. and your status of forces agreement. I think. really does provide the right answer to the question of permanent bases. I would also point out too that should not be an openended commit in Iraq as has been reported and stated in the Iraq Study Group report. Finally. I think there Is another area where most of us degree in this Chamber. that what we want in this country is we want to make sure that we pursue our national interest as it relates to Iraq. I think most of us realize that we cannot allow al Qaeda to have a base from which to operate in Iraq. I think thats something on which Republicans and Democrats can agree. I think we also agree that we cannot allow Iraq to become a failed state. that is. it becomes a threat to itself and to the region. The third point I want to make on this. I think its a very significant point. and perhaps we dont state it enough. and I think you will get a sense of this issue. if you have ever attended the funeral of someone who was killed in Iraq. as I know we all have. and I have families in my district. and Paris and Rush that have lost family members in recent months. and the issue really deals with honoring the service and sacrifice of our people who have invested so much or in some cases. as Abraham Lincoln said. gave that last full measure of devotion. I have had numerous conversations. for example. with Secretary of Defense Bob Gates. and I know some of you have as well. We talk about these types of issues that. regardless of how one feels about the run up to this war. or how it has been executed. and the mistakes have been made along the way. critics of this administration. for example. have said they do not listen to many of the generals going into Iraq. But I think its very important that we do listen to generals as we transition down and go out of Iraq. I think thats critically important that we do this. and as we transition. that we remember the service and the sacrifice. remember our national interest. which is making sure al Qaeda has no base from which to operate and that we do not leave a failed state in our wake. I just wanted to share those thoughts with you and. again. applaud you. I hope that your bill is one of those bipartisan bills that we will be able to bring to this floor for consideration. just as we did with the TannerAbercrombieEnglish bill today. which was a good start. I think we saw a broad consensus in this House that supported that legislation. and I think thats good for all of us. Again. I would just applaud you for your work on the status of forces agreement.,2007-10-02,PA,2007
"I thank the gentleman for yielding. I rise in opposition to the rule and the bill. The tide is turning in Iraq. Mr. Speaker. but nothing changes on Capitol Hill. Here we go again. Another Democrat plan for redeployment from Iraq. tying some $50 billion in necessary combat funds to a Democrat plan for withdrawal. With unambiguous evidence of progress on the ground in Iraq. the Democrats in Congress seem to have added denial to their agenda of retreat and defeat. And the evidence of our progress is unambiguous. I have seen many different Iraqs in my five trips. some hopeful. some not hopeful. But the news coming out of Iraq just in recent days from independent and official sources is encouraging. U.S. military fatalities are down sharply: 101 Americans lost their lives in uniform in June. 39 in October. Iraqi civilian deaths are down sharply: 1.791 casualties in August. 750 in October. Mortar rocket attacks by insurgents in October were the lowest since February 2006. Iraqi officials say they plan to reduce checkpoints. ease curfews. and open some roads around Baghdad because of the improving security situation. And this weekend. the government of Prime Minister Nouri alMaliki said that sectarian violence between Shia and Sunni in the neighborhoods of Baghdad has declined by more than 75 percent in the last 12 months. And yet here we are again. another plan for retreat and defeat in Iraq. And it is not just the official sources that say we have made progress. The Associated Press just reported. ""Twilight brings traffic jams to the main shopping district of this once affluent corner of Baghdad. and hundreds of people stroll past wellstocked vegetable stands. bakeries. and butcher shops."" The Washington Post recently wrote. ""The number of attacks against U.S. soldiers has fallen to levels not seen since before the February 2006 bombing of a Shia shrine in Samarra that touched off waves of sectarian killing."" And the New York Times noted just last week. ""American forces have routed al Qaeda in Mesopotamia. the Iraqi militant network from every neighborhood in Baghdad. a top general reported today. allowing American troops involved in the surge to depart as planned."" I urge my colleagues to reject again this Democrat plan for withdrawal as a part of the supplemental appropriations bill. but I urge my countrymen to give our soldiers a chance. Freedom and stability are beginning to take hold in Iraq. We cannot lose faith in ourselves or in our fighting men and women. It would be Winston Churchill who exhorted his own people as follows: ""Nothing can save England if she will not save herself. If we lose faith in ourselves. in our capacity to guide and govern. if we lose our will to live. then indeed our story is told. If. while on all sides foreign nations are every day asserting a more aggressive and militant nationalism by arms and trade. we remain paralyzed by our own theoretical doctrines or plunged into the stupor of afterwar exhaustion. then indeed all the croakers predict will come true and our ruin will be swift and final."" So said the man who saved western civilization. To my countrymen and to my colleagues. I say again: Reject this legislation. give our soldiers in a widening and undeniable success in Iraq a chance. and we will all. Republicans and Democrats. celebrate some day a free and democratic Iraq that will be a legacy for our children and our grandchildren for generations to come.",2007-11-14,IN,2007
I would like to especially thank Matt Sonnesyn who is sitting here beside me. When I was permitted to be on the faculty of the Kennedy School of Government at Harvard at the time when the Senator from Arkansass father was the Director of the Institute of Politics. Matt Sonnesyn was my course assistant. He came with me to my campaign. and then he came with me to the Senate. For the last 2 years. he has worked on this legislation with Senator BINOAMANs staff and Senator ENSIGNs staff on this sidea tremendously effective staff group who has made this bill possible. I see the Senator from Arkansas here. and I know he is going to close out in a few minutes. and I think I am coming toward the end of my remarks. I would like to conclude by emphasizing two pointsone about substance and one about process. I know the Senator from Arkansas and I have talked about this often. We are working togetber right now on a bipartisan project that has to do with the Iraq war. We believe there shouldnt be any partisan votes on the Iraq war. For example. we. Senator SALAZAR and I. are joined by 6 Republicans and 7 Democrats in cosponsoring legislation that would make the bipartisan Iraq Study Group the law of our country. If the Congress and the President would agree on this bill. we could send to our enemy and our troops and the world the message that as we go forward to wberever we go next in Iraq. we go together. we are united. Each Tuesday we have a breakfast that Senator LIEBERMAN and I bostno staff. no media. no policy positions adoptedso that in the midst of all our team meetings among Republicans and Democrats. when we talk about what to do to each other. we can have a session where we build relationships and talk about how we move the country ahead. We have had as many as 40 Senators at those breakfasts. It is important for the people of this country to know that we spend a lot of time working that way. We did tonight on the Childrens Health Insurance bill with Senator BAucus and Senator GRASSLEY working together in a bipartisan way. For 2 years. we have done that on legislation that goes straight to the heart of how we keep our jobs from going to China and India. which is what we passed tonight. So the word I wish to say about process is that when the Senate tries and when we focus on big issues. we are perfectly capable of acting the way the rest of the country would hope we would act. We compromise on our differences and come up with a result that benefits family after family. This legislation. the America COMPETES Act. will mean. for example. in my home State of Tennessee. opportunities for hundreds of math and science teachers and for thousands of students to go to summer academies and institutes of math and science. It will mean opportunities for thousands of students who now cant afford to take advanced placement courses in science and technology to be able to do so and for hun53. Pt. 16 22637 dreds of teachers who arent trained to teach those courses to have that training. It will mean distinguished scientists will hold joint appointments at the University of Tennessee and Oak Ridge National Laboratory. for example. It will mean support for a residential high school for science and math. which we have wanted to do in our State ever since I was Governor 20 years ago but didnt feel like we bad the money. Now other States have it. and this bill provides some support for such a school. It will mean a steady growth over 7 years in research funding. new support for earlycareer research grants in science and technology. and more support for all those kinds of studies that create the jobs that will keep our standard of living. That is what it means for my State. It means the same for New Jersey. and it means the same for Arkansas. So that bipartisan consensus we have seen here happens more often than most Americans know. but it doesnt happen as often as it should. So this has been a privilege for me to work. especially with Senator BINGAMAN and Senator DOMENICI on the committee that I was a part of. to help get this started with BART GORDON. my colleague from the House. the Democratic Congressman who is chairman of the Science Committee. and with all the other Senators. This is the kind of thing I hoped to do when I came to the Senate. I think each of us hopes when we come here to get up every day and do a little something constructive and then go home at night and come back the next day and see if we can find something more to do along that way. If all of us participate in that way in other big issues. as we have in this. the America COMPETES bill. the Senate will be a stronger institution and the country will be a better country. So I thank my colleagues for their support and for the time tonight. I thank the Senator from Arkansas for staying late so I can make these remarks. This legislation. the America COMPETES Act which passed the House today overwhelmingly and passed the Senate unanimously. is at least as important as any piece of legislation that passes in these 2 years because we have accepted the advice of the wisest men and women in our country about what we ought to do to keep our brain power advantage so we can keep our jobs. The President has done a big part of it. I am sure he will sign it. I hope he takes some credit because he deserves it. There is plenty of credit to go around. I think the country will be glad we acted. I yield the floor.,2007-09-02,TN,2007
"Mr. Speaker. as we wind up this debate on escalating the war in Iraq. I wish to thank Speaker PELOSI for allowing Members of Congress to express themselves on the most serious debate that will occur in the 110th Congress. Perhaps more importantly. we should thank the American people for voting for a new majority which has allowed a free and open debate on the Presidents plan to escalate the war. With their votes. the American people have clearly demanded a new direction for the war in Iraq. Todays debate symbolizes more than just a debate on escalating the war. the debate symbolizes a new direction for Americas policy In Iraq driven by the American people. not by a President who has lost touch. In October of 2002. just before the general election. President Bush insisted a vote be held on Resolution 114 which would allow the use of Armed Forces of the United States as he determines to be necessary and appropriate In Iraq. At that time. I argued that the United States did not have the moral. legal and ethical authority to go to war with Iraq and that our Nation would lose its moral authority to speak out against aggression throughout the world. It would be very easy for me to stand here and remind my constituents that I voted against the war in Iraq. It is sufficient. however. to simply note that the evidence to justify the war has been repudiated. Rationale for this war has been inadequate. And our Nations credibility has been eroded. While some of us opposed the war in Iraq. our support for our troops has never wavered. Congress has appropriated the supplies and the resources to assure that our troops have what they need to accomplish their mission and return home safely. We know too painfully that more than 3.100 Americans have not returned home and more than 23.000 have been wounded. We have visited with the wounded and comforted the families of the fallen. We simply cannot allow the President to continue to fight this war as if there were no consequences for our troops. their families and our country. By standing up against this escalation of the war. we are supporting the troops. Because of this war. many lives have been shattered and broken. I speak of the lives of family members who have lost loved ones. I speak of the brave troops recovering from their wounds at Walter Reed Army Hospital or the recently dedicated amputee clinic in Texas. As a Nation. we are comprised of a reasonable. noble. compassionate and determined people. I believe that it is not in our Nations best interest to leave a shattered and broken Iraq behind. Still. we cannot continue with a policy of military might and no diplomatic foresight. Instead of military escalation. our Nation should embark upon a diplomatic and political escalation. The current administration with its ""military might makes right"" philosophy is no longer applicable in Iraq. This administration has not seriously focused on the diplomacy and political persuasion necessary to end this war. I am struck by the recent news out of Korea. It is reported that after years of negotiation. the administration may have reached an agreement with North Korea on its nuclear threat. The journey was long. discussions were difficult. diplomacy was frustrating. but we may have accomplished our goal without having to go to war. There is a lesson to be learned here. reflected in the words of an American journalist. Anne OHare McCormick. who said: ""Today the real test of power is not the capacity to make war but the capacity to prevent it."" I call on the Bush administration and this Congress to escalate diplomacy. I call on the Bush administration and this Congress to escalate political pressure. This war is a mistake and what we need now is a President who has the courage to admit his mistake. We need a President who will bring peace and stability to Iraq through diplomacy rather than military force. In an earlier time. in an earlier war. a young man spoke out. That young man was Bobby Kennedy and his words have lived with me for many years. So to our service men and women. to my colleagues in the U.S. House of Representatives. and to those whose hearts are burdened by war. I leave you Bobbys challenge: ""Diverse acts of courage and belief that human history is shaped each time a man stands up for an ideal or strikes out against injustice. he sends forth a tiny ripple of hope. and crossing each other from a million different centers of energy and daring those ripples build a current that can sweep down the mightiest wall."" Our vote for this resolution will not stop the war in Iraq. It will not restore the shattered and broken lives here in America and in Iraq. It will not bring peace and stability to Iraq. But it will send a tiny ripple of hope. I still believe in that tiny ripple of hope. I still believe in diverse acts of courage. I still believe in the greatness of America.",2007-02-16,MI,2007
